district,LOR,street,LOR_2021,year,month,hour,weekday,category,accident_kind,accident_type,light_condition,car,pedestrian,motorcycle,goods_vehicle,others,road_condition,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
1,1033201.0,Brunnenstraße                                                                                       ,1300834.0,2018,12,5,5,3,5,2,2,1,0,0,0,0,0,798081.4207,5830001.1,13.39604696,52.53833841
9,9020701.0,Adlershof West,9200715.0,2018,12,6,5,3,5,3,1,1,0,0,0,0,0,807643.8171,5819361.273,13.52677867,52.4376697
4,4030726.0,Droysenstraße,4500936.0,2018,12,20,4,2,6,4,2,0,1,0,0,0,0,791946.297,5825744.742,13.30211169,52.50350258
9,9052001.0,Köpenick Nord                                                                                       ,9502043.0,2018,12,6,5,3,5,2,1,1,0,0,0,0,0,810364.158,5823538.992,13.57055203,52.47357224
4,4020313.0,Königin-Elisabeth-Straße,4200311.0,2018,12,9,4,3,2,6,0,1,0,0,0,0,1,790455.7268,5826694.929,13.2810426,52.51281661
6,6040807.0,Zehlendorf Eiche                                                                                    ,6400841.0,2018,12,11,4,3,5,3,0,1,0,0,0,0,0,790009.9611,5819155.582,13.26793478,52.44546181
5,5010209.0,An der Kappe,5100211.0,2018,12,9,5,3,5,3,0,1,0,0,0,0,1,783278.6578,5829443.428,13.1779105,52.54123535
1,1044203.0,Leopoldplatz,1401049.0,2018,12,12,4,3,5,2,0,0,0,0,0,1,0,795876.2484,5831960.888,13.36537448,52.55710775
2,2020203.0,Viktoriapark,2200209.0,2018,12,9,4,3,5,2,0,1,0,0,0,0,0,797571.957,5824571.745,13.38370219,52.48994909
2,2020203.0,Viktoriapark,2200209.0,2018,12,12,5,3,0,7,0,1,0,0,0,0,0,797178.3776,5824498.591,13.37785731,52.48950774
12,12302211.0,Lübarser Straße,12601031.0,2018,12,14,4,3,5,3,0,1,0,0,0,0,1,793231.038,5836714.112,13.33067329,52.60114834
10,10020622.0,Kaulsdorf Nord I                                                                                    ,10200629.0,2018,12,9,4,2,0,1,0,0,0,0,0,0,2,811145.0213,5829107.081,13.58721261,52.52302592
6,6010210.0,Bismarckstraße                                                                                      ,6100210.0,2018,12,8,4,2,0,1,0,0,0,0,0,0,2,794983.9946,5821411.795,13.34290191,52.46302672
4,4030519.0,Kaiserin-Augusta-Allee,4300518.0,2018,12,15,5,3,1,5,0,1,0,0,0,0,1,791962.4948,5828107.834,13.30442307,52.52467856
5,5010103.0,Amorbacher Weg,5100105.0,2018,12,16,4,3,5,2,1,1,0,0,0,0,1,784440.9232,5831830.845,13.19704757,52.56203541
1,1011102.0,Großer Tiergarten,1100102.0,2018,12,18,4,3,5,3,2,1,0,0,0,0,1,796672.8266,5827941.372,13.37350121,52.5206438
9,9020601.0,Schnellerstraße                                                                                     ,9200613.0,2018,12,18,4,3,5,3,2,1,0,0,0,0,0,805826.5407,5821878.462,13.50243309,52.46124919
6,6040807.0,Zehlendorf Eiche                                                                                    ,6400841.0,2018,12,12,5,3,5,2,0,1,0,0,0,0,1,789605.7509,5818068.152,13.26106172,52.43592681
8,8010117.0,Schillerpromenade,8100102.0,2018,12,18,2,2,5,3,2,1,0,0,0,0,1,800025.755,5823615.837,13.41887378,52.48003781
1,1033102.0,Gesundbrunnen,1300733.0,2018,12,14,2,3,6,4,0,1,1,0,0,0,0,797068.8698,5831457.448,13.38246412,52.55194576
6,6010101.0,Fichtenberg,6100101.0,2018,12,14,2,2,0,1,0,0,0,0,0,0,0,792466.3267,5820804.281,13.3054174,52.45893383
6,6040810.0,Dahlem,6400844.0,2018,12,13,2,3,5,3,0,1,0,0,0,0,0,790574.1963,5819763.715,13.27674225,52.45061428
3,3030715.0,Heinersdorf,3300516.0,2018,12,13,2,3,5,2,0,1,0,0,0,0,0,800718.913,5833630.552,13.43810556,52.56942074
1,1044202.0,Sparrplatz,1401047.0,2018,12,11,2,3,3,6,0,1,0,0,0,0,0,795594.138,5830507.342,13.35993133,52.54423126
2,2050802.0,Boxhagener Platz,2500833.0,2018,12,1,1,3,0,1,2,0,0,0,0,0,1,802180.7115,5827134.287,13.45370041,52.51038572
2,2010103.0,Moritzplatz,2100105.0,2018,12,1,7,3,5,2,2,1,0,0,0,0,0,799148.0138,5825786.315,13.4079362,52.49997464
11,11051229.0,Rummelsburg,11501238.0,2018,12,20,7,2,1,7,2,0,0,0,0,0,1,804938.3628,5825180.458,13.49241997,52.49133999
8,8010212.0,Rollberg,8100207.0,2018,12,19,7,2,5,3,2,1,0,0,0,0,0,801299.6084,5823075.973,13.43708675,52.47449756
11,11040926.0,Weitlingstraße,11400930.0,2018,12,10,7,2,0,1,0,0,0,0,0,0,1,805511.1745,5826402.14,13.50195094,52.50196897
4,4030621.0,Spreestadt,4300620.0,2018,12,10,7,3,5,7,0,1,0,0,0,0,1,793133.2429,5827751.134,13.32131586,52.52085271
3,3051017.0,Rennbahnstraße,3501037.0,2018,12,10,6,3,5,7,0,1,0,0,0,0,1,802289.3817,5833109.289,13.46073187,52.56387893
11,11030618.0,Fennpfuhl West,11300618.0,2018,12,9,6,2,0,7,1,0,0,0,0,0,1,802589.0571,5828801.391,13.46121525,52.52510148
12,12301203.0,Wittenau Süd,12500926.0,2019,1,13,6,3,5,3,0,1,0,0,0,0,1,794062.2837,5835083.823,13.34146,52.58609
3,3040818.0,Pankow Süd,3400830.0,2019,1,9,5,3,5,3,0,1,0,0,0,0,0,799130.4007,5832327.415,13.41356,52.55862
12,12103115.0,Breitkopfbecken,12100103.0,2019,3,21,6,3,0,1,2,0,0,0,0,0,0,795437.613,5833549.454,13.36034,52.57159
1,1011202.0,Unter den Linden Nord,1100206.0,2019,1,11,1,3,5,3,0,0,0,0,0,0,1,796921.4533,5827454.815,13.37672,52.51615
2,2050602.0,Samariterviertel,2500728.0,2019,1,8,4,3,5,3,1,1,0,0,0,0,1,803093.6713,5827633.678,13.46757,52.51436
2,2050802.0,Boxhagener Platz,2500834.0,2019,1,19,3,3,2,6,2,0,0,0,0,0,1,802102.7227,5827496.005,13.45288,52.51367
10,10010309.0,Springpfuhl,10100312.0,2019,2,10,4,2,5,3,0,1,0,0,0,0,0,807954.8651,5828854.359,13.54011,52.52257
1,1011202.0,Unter den Linden Nord,1100206.0,2019,1,11,1,3,5,3,0,0,0,0,0,0,1,796921.547,5827454.83,13.37672,52.51615
7,7070701.0,Kettinger Straße/Schillerstraße,7601442.0,2019,2,12,6,3,5,2,0,1,0,0,0,0,0,799228.1451,5816332.377,13.40064,52.41519
3,3040818.0,Pankow Süd,3400830.0,2019,1,18,6,3,5,3,2,1,0,0,0,0,1,800139.2984,5832459.026,13.42852,52.55924
3,3040513.0,Schönholz,3400620.0,2019,1,20,4,3,5,3,2,0,0,0,0,1,0,798015.5569,5833645.408,13.39835,52.57104
7,7020203.0,Kaiser-Wilhelm-Platz,7200409.0,2019,1,18,6,3,1,5,2,1,0,0,0,0,1,795657.4056,5823950.336,13.35504,52.48542
6,6010101.0,Fichtenberg,6100101.0,2019,1,18,5,3,5,2,2,1,0,0,0,0,0,793138.1878,5820207.459,13.31475,52.45322
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,3,17,7,3,2,7,1,1,0,0,0,0,0,798880.6566,5828063.986,13.40605,52.52054
1,1022202.0,Heidestraße,1200624.0,2019,2,16,5,3,0,6,0,1,0,0,0,0,0,795888.3757,5829545.262,13.3634,52.53545
3,3061126.0,Arnimplatz,3601141.0,2019,1,14,2,3,0,2,1,1,0,0,0,0,0,799219.3518,5831430.524,13.41406,52.55053
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,2,10,4,1,5,2,0,0,0,0,1,0,0,799571.012,5828269.929,13.41638,52.522
7,7050502.0,Fritz-Werner-Straße,7501133.0,2019,1,14,6,3,5,2,0,1,0,0,0,0,0,797550.088,5818304.145,13.37779,52.43378
2,2050602.0,Samariterviertel,2500728.0,2019,2,20,4,3,2,6,2,0,0,0,0,0,0,802738.9367,5827670.928,13.46239,52.51489
3,3061131.0,Falkplatz,3601142.0,2019,2,18,4,3,6,4,1,0,1,0,0,0,0,799173.1409,5830789.648,13.41281,52.54481
3,3071633.0,Thälmannpark,3701657.0,2019,2,19,3,3,1,5,2,1,0,0,0,0,0,800375.4147,5830010.81,13.42978,52.53717
1,1011201.0,Wilhelmstraße,1100205.0,2019,3,14,7,3,4,6,0,1,0,0,0,0,1,797242.2649,5826765.307,13.38082,52.50979
2,2040703.0,Wriezener Bahnhof/Entwicklungsgebiet,2400625.0,2019,2,13,5,3,5,3,0,0,0,0,0,0,0,801808.5744,5826347.661,13.44752,52.50354
3,3061429.0,Greifswalder Straße,3601449.0,2019,1,12,3,3,5,2,0,0,0,0,1,0,0,800973.4348,5830485.581,13.439,52.54109
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,3,22,5,3,2,2,2,0,0,0,0,1,0,798782.3916,5827998.141,13.40455,52.52
3,3050925.0,Komponistenviertel Weißensee,3500936.0,2019,2,14,7,3,5,3,0,1,0,0,0,0,0,801544.955,5831193.727,13.44804,52.54712
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,1,12,3,3,3,6,0,1,0,0,0,0,0,799038.7403,5827532.034,13.4079,52.51568
3,3061228.0,Erich-Weinert-Straße,3601245.0,2019,2,17,6,3,3,6,1,1,0,0,0,0,0,800199.4127,5831003.09,13.42809,52.54616
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,2,18,4,3,2,2,2,1,0,0,0,0,0,799784.198,5828665.245,13.41987,52.52543
3,3071639.0,Bötzowstraße,3701660.0,2019,2,18,6,3,1,5,2,0,0,0,0,1,0,800548.4152,5829803.14,13.43213,52.53521
2,2050801.0,Traveplatz,2500830.0,2019,2,15,4,3,3,6,0,1,0,0,0,0,0,802176.3781,5827706.48,13.45416,52.51552
3,3051017.0,Rennbahnstraße,3501037.0,2019,2,15,3,3,5,3,0,1,0,0,0,0,0,802970.0026,5833351.904,13.47096,52.56568
2,2050802.0,Boxhagener Platz,2500834.0,2019,1,16,5,3,5,2,0,1,0,0,0,0,0,802111.7113,5827388.097,13.45292,52.5127
2,2050602.0,Samariterviertel,2500728.0,2019,2,15,5,3,6,7,0,0,1,0,0,0,0,803127.5388,5827630.323,13.46806,52.51431
4,4020313.0,Königin-Elisabeth-Straße,4200311.0,2019,2,9,2,3,5,7,0,1,0,0,0,0,0,790418.1825,5826358.666,13.2802,52.50982
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,3,7,5,3,0,5,0,1,0,0,0,0,1,799676.435,5828479.042,13.41812,52.52382
3,3040818.0,Pankow Süd,3400830.0,2019,1,14,4,3,1,5,0,1,0,0,0,0,0,799114.5836,5832339.21,13.41334,52.55873
3,3061126.0,Arnimplatz,3601141.0,2019,2,15,7,3,5,2,0,1,0,0,0,0,0,799197.1111,5831455.217,13.41376,52.55076
3,3020209.0,Niederschönhausen,3200205.0,2019,2,17,4,3,5,7,2,0,0,0,0,1,0,798058.6127,5834034.665,13.39933,52.57451
3,3020209.0,Niederschönhausen,3200205.0,2019,1,17,3,3,5,3,1,1,0,0,0,0,1,798153.5636,5836012.726,13.40251,52.59218
3,3061131.0,Falkplatz,3601142.0,2019,2,15,4,3,4,6,0,0,0,0,0,0,0,799148.8088,5830786.734,13.41245,52.5448
4,4020208.0,Kranzallee,4200206.0,2019,3,10,4,3,0,6,0,1,0,0,0,0,1,788846.577,5826110.734,13.25689,52.50843
3,3020209.0,Niederschönhausen,3200205.0,2019,2,11,6,3,5,3,0,1,0,0,0,0,0,798165.5959,5836120.966,13.40278,52.59315
9,9020601.0,Schnellerstraße,9200613.0,2019,2,18,5,3,5,2,2,1,0,0,0,0,0,806524.0535,5821210.689,13.51205,52.45487
1,1011201.0,Wilhelmstraße,1100205.0,2019,2,11,2,3,3,6,0,0,0,0,1,0,0,797686.5694,5826838.68,13.38741,52.51021
10,10040933.0,Mahlsdorf Süd,10400941.0,2019,3,11,6,3,5,3,0,1,0,0,0,0,1,812564.8469,5827180.932,13.60626,52.50495
7,7040403.0,Manteuffelstraße,7400824.0,2019,2,18,4,3,6,7,1,0,1,0,0,0,0,797835.8254,5822235.162,13.38549,52.46886
2,2050602.0,Samariterviertel,2500728.0,2019,2,15,6,2,0,1,0,0,0,0,0,0,0,802148.993,5827725.845,13.45377,52.51571
2,2050602.0,Samariterviertel,2500728.0,2019,3,13,4,3,5,2,0,1,0,0,0,0,0,803082.7453,5827634.798,13.46741,52.51437
12,12301203.0,Wittenau Süd,12500926.0,2019,2,14,6,3,5,3,0,1,0,0,0,0,0,794053.073,5835100.464,13.34134,52.58624
12,12103218.0,Teichstraße,12100205.0,2019,2,8,4,3,5,2,0,0,0,0,0,1,0,794559.1596,5833821.741,13.34766,52.5745
3,3061131.0,Falkplatz,3601142.0,2019,2,17,5,3,2,2,1,1,0,0,0,0,0,799180.748,5830360.858,13.41253,52.54096
2,2050602.0,Samariterviertel,2500728.0,2019,2,14,6,3,5,3,0,1,0,0,0,0,0,803499.9511,5827608.435,13.47351,52.5139
1,1044203.0,Leopoldplatz,1401049.0,2019,3,13,6,3,1,5,0,1,0,0,0,0,0,795899.6711,5831859.114,13.36563,52.55618
9,9010202.0,Köpenicker Landstraße,9100203.0,2019,1,15,5,3,5,3,0,1,0,0,0,0,0,804104.6469,5824365.095,13.47943,52.4845
2,2010101.0,Askanischer Platz,2100101.0,2019,2,15,3,3,3,6,0,1,0,0,0,0,0,797792.3196,5825524.908,13.38779,52.49837
3,3040513.0,Schönholz,3400620.0,2019,2,14,5,3,2,2,0,1,0,0,0,0,0,798001.2472,5833659.894,13.39815,52.57118
2,2050602.0,Samariterviertel,2500728.0,2019,1,11,3,2,5,3,0,1,0,0,0,0,1,802178.1015,5827715.217,13.45419,52.51559
6,6040701.0,Wannsee,6400735.0,2019,2,23,7,2,5,2,2,1,0,0,0,0,0,783889.2233,5815954.019,13.1754,52.41997
10,10040933.0,Mahlsdorf Süd,10400941.0,2019,3,7,4,3,0,2,0,0,0,0,0,1,0,813046.8131,5827190.738,13.61335,52.50477
2,2020202.0,Rathaus Yorckstraße,2200208.0,2019,1,17,3,3,6,4,1,0,1,0,0,0,1,797848.7873,5825021.385,13.38817,52.49383
7,7020202.0,Volkspark (Rudolf-Wilde-Park),7200308.0,2019,2,14,1,3,5,2,0,1,0,0,0,0,0,795496.134,5823347.6,13.35213,52.4801
3,3071639.0,Bötzowstraße,3701660.0,2019,2,8,6,2,5,2,0,0,0,0,0,0,0,800459.5467,5829705.87,13.43074,52.53439
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,1,17,2,3,2,7,2,1,0,0,0,1,1,799186.2406,5828361.263,13.41081,52.52303
4,4030622.0,Richard-Wagner-Straße,4300621.0,2019,2,18,4,3,5,2,2,1,0,0,0,0,0,792757.4088,5826766.541,13.31493,52.51223
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,2,22,5,3,5,3,2,1,0,0,0,0,1,799313.364,5827964.966,13.41232,52.51941
4,4020208.0,Kranzallee,4200206.0,2019,1,19,7,3,5,2,2,1,0,0,0,0,1,788939.73,5826125.888,13.25827,52.50852
2,2010101.0,Askanischer Platz,2100101.0,2019,1,16,5,3,5,2,1,1,0,0,0,0,0,797852.921,5825504.699,13.38866,52.49816
7,7050501.0,Rathausstraße,7501030.0,2019,2,9,6,3,5,2,0,1,0,0,0,0,0,797884.346,5820426.679,13.38459,52.45262
3,3061435.0,Conrad-Blenkle-Straße,3601452.0,2019,1,17,5,3,4,6,1,0,0,0,0,0,0,801562.5899,5829002.326,13.44631,52.52747
10,10040933.0,Mahlsdorf Süd,10400941.0,2019,2,7,5,3,5,3,1,1,0,0,0,0,0,812581.7223,5827181.813,13.60651,52.50495
3,3030716.0,Märchenland,3300517.0,2019,1,15,7,3,5,3,1,1,0,0,0,0,1,803322.8267,5833646.058,13.47642,52.56812
2,2050602.0,Samariterviertel,2500728.0,2019,2,7,2,3,0,2,0,1,0,0,0,0,0,802144.4265,5827754.662,13.45373,52.51597
12,12103115.0,Breitkopfbecken,12100103.0,2019,3,8,6,3,6,7,0,0,1,0,0,0,0,795424.1582,5833584.257,13.36017,52.57191
3,3061332.0,Helmholtzplatz,3601346.0,2019,2,7,2,3,5,3,0,1,0,0,0,0,0,799592.4359,5830298.953,13.41853,52.54018
7,7040403.0,Manteuffelstraße,7400824.0,2019,6,1,7,3,5,3,2,1,0,0,0,0,0,797846.3094,5822358.011,13.38575,52.46996
3,3061228.0,Erich-Weinert-Straße,3601245.0,2019,6,8,6,3,6,4,0,0,1,0,0,0,0,800154.9643,5830844.128,13.42729,52.54476
7,7020202.0,Volkspark (Rudolf-Wilde-Park),7200308.0,2019,11,14,5,2,5,2,0,1,0,0,0,0,0,795233.8046,5823511.498,13.34843,52.48171
2,2050602.0,Samariterviertel,2500728.0,2019,8,16,5,3,4,6,0,0,0,0,0,1,0,802733.5528,5827686.549,13.46232,52.51503
6,6040703.0,Nikolassee,6400737.0,2019,8,15,5,3,0,3,0,1,0,0,0,0,0,786710.2127,5817015.39,13.21768,52.42801
4,4030417.0,Schloßstraße,4300414.0,2019,8,16,5,3,0,3,0,1,0,0,0,0,0,791299.7182,5826502.104,13.29328,52.51064
2,2050602.0,Samariterviertel,2500728.0,2019,8,14,5,3,0,1,0,1,0,0,0,0,0,802149.1628,5827848.079,13.45389,52.5168
4,4020208.0,Kranzallee,4200206.0,2019,9,17,7,3,0,1,0,0,0,0,0,0,0,787967.6472,5825968.86,13.24385,52.50763
2,2040703.0,Wriezener Bahnhof/Entwicklungsgebiet,2400625.0,2019,9,19,7,2,0,7,2,0,0,0,0,0,0,801810.2187,5826351.449,13.44755,52.50357
6,6030501.0,Berlepschstraße,6300524.0,2019,8,9,5,3,0,7,0,0,0,0,0,0,0,787857.2918,5817527.365,13.23495,52.432
3,3020209.0,Niederschönhausen,3200205.0,2019,6,11,2,3,5,3,0,1,0,0,0,0,0,798175.8317,5836248.322,13.40305,52.59428
3,3061434.0,Anton-Saefkow-Park,3601451.0,2019,9,9,7,3,5,3,0,1,0,0,0,0,0,800844.0566,5830325.926,13.43695,52.53973
2,2020201.0,Gleisdreieck/Entwicklungsgebiet,2200207.0,2019,6,16,6,3,5,3,0,1,0,0,0,0,0,797065.0884,5825692.492,13.37726,52.50027
1,1044203.0,Leopoldplatz,1401049.0,2019,6,7,6,3,1,5,0,1,0,0,0,0,0,795927.4272,5831703.709,13.3659,52.55477
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,8,21,4,3,0,1,2,0,0,0,0,0,0,799254.9966,5827906.665,13.41141,52.51892
2,2050602.0,Samariterviertel,2500728.0,2019,9,8,7,3,8,1,0,1,0,0,0,0,0,802124.5432,5828064.606,13.45372,52.51876
2,2040701.0,Andreasviertel,2400623.0,2019,5,16,3,2,0,1,0,0,0,0,0,0,0,800940.9442,5827855.448,13.43614,52.51753
1,1011102.0,Großer Tiergarten,1100102.0,2019,6,0,4,3,0,7,2,0,0,0,0,0,0,794603.4001,5827079.287,13.34233,52.51404
1,1011102.0,Großer Tiergarten,1100102.0,2019,9,16,7,3,6,7,0,0,1,0,0,0,0,796735.8683,5827424.069,13.37397,52.51597
11,11041022.0,Rosenfelder Ring,11401032.0,2019,5,18,3,3,3,2,0,0,0,0,0,1,0,805619.7501,5827378.174,13.50444,52.51066
1,1011104.0,Körnerstraße,1100104.0,2019,5,21,3,3,0,3,2,0,0,1,0,0,0,796349.339,5826136.498,13.36714,52.50464
7,7050502.0,Fritz-Werner-Straße,7501133.0,2019,9,16,6,3,5,2,0,0,0,0,0,1,0,797630.5181,5818588.048,13.37923,52.43628
3,3061131.0,Falkplatz,3601142.0,2019,5,16,3,3,1,5,0,0,0,0,0,1,0,799210.6061,5831232.045,13.41376,52.54875
2,2050802.0,Boxhagener Platz,2500834.0,2019,10,17,6,3,3,6,0,1,0,0,0,0,1,802136.9021,5827508.37,13.4534,52.51376
3,3071639.0,Bötzowstraße,3701660.0,2019,6,16,2,2,2,7,0,1,0,0,0,0,0,800048.4507,5829001.055,13.42406,52.5283
4,4030622.0,Richard-Wagner-Straße,4300621.0,2019,8,18,3,3,6,6,0,0,1,0,0,0,0,792510.6618,5826724.981,13.31126,52.51199
2,2050602.0,Samariterviertel,2500728.0,2019,9,7,6,3,3,6,0,0,0,0,0,0,0,802691.9882,5827690.948,13.46172,52.51509
3,3061435.0,Conrad-Blenkle-Straße,3601452.0,2019,8,10,3,3,5,3,0,0,0,0,0,0,0,801390.507,5829230.814,13.44399,52.52961
3,3061434.0,Anton-Saefkow-Park,3601451.0,2019,10,17,7,3,0,3,0,1,0,0,0,0,0,800711.625,5829858.49,13.43458,52.53562
3,3061435.0,Conrad-Blenkle-Straße,3601452.0,2019,6,19,6,3,0,1,0,0,0,0,0,0,0,801390.839,5829230.374,13.444,52.52961
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,9,12,6,3,5,2,0,0,0,0,0,1,0,798799.3675,5828014.712,13.40482,52.52014
2,2050602.0,Samariterviertel,2500728.0,2019,6,11,6,3,5,2,0,0,0,0,0,0,0,802451.8358,5827716.677,13.45821,52.51546
2,2050602.0,Samariterviertel,2500728.0,2019,8,14,3,3,5,3,0,1,0,0,0,0,0,802119.8959,5828034.867,13.45362,52.51849
2,2040701.0,Andreasviertel,2400623.0,2019,8,7,3,3,5,2,0,1,0,0,0,0,0,800955.2924,5827853.86,13.43635,52.51751
4,4030621.0,Spreestadt,4300620.0,2019,5,8,3,3,3,6,0,1,0,0,0,0,0,794023.8167,5826962.253,13.33371,52.5133
7,7050501.0,Rathausstraße,7501030.0,2019,6,11,3,3,5,3,0,1,0,0,0,0,0,797936.838,5820057.136,13.38503,52.44928
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,12,17,6,3,5,3,2,1,0,0,0,0,1,798821.9013,5828008.617,13.40514,52.52007
3,3020209.0,Niederschönhausen,3200205.0,2019,8,6,3,3,5,3,0,1,0,0,0,0,0,798329.4716,5834773.38,13.40398,52.58098
3,3050925.0,Komponistenviertel Weißensee,3500936.0,2019,10,8,3,3,5,2,0,1,0,0,0,0,0,801548.726,5831172.535,13.44808,52.54693
11,11030721.0,Rüdigerstraße,11300722.0,2019,9,17,5,2,5,3,0,1,0,0,0,0,0,803720.4894,5827570.233,13.47672,52.51344
3,3061131.0,Falkplatz,3601142.0,2019,5,16,2,3,5,3,0,0,0,0,0,1,0,799165.6783,5830373.868,13.41232,52.54109
1,1011304.0,Karl-Marx-Allee,1100311.0,2019,6,15,6,2,0,6,0,0,0,0,0,0,0,799988.8969,5828081.823,13.42236,52.52009
3,3020209.0,Niederschönhausen,3200205.0,2019,9,9,5,3,0,1,0,0,0,0,0,0,0,798158.7664,5836482.58,13.40301,52.59639
10,10010308.0,Marzahner Chaussee,10100311.0,2019,8,17,2,3,5,3,0,0,0,0,0,0,0,808026.3396,5827457.771,13.53986,52.51002
11,11030721.0,Rüdigerstraße,11300722.0,2019,5,7,2,3,5,2,0,1,0,0,0,0,0,804062.5683,5827550.876,13.48172,52.51307
2,2010101.0,Askanischer Platz,2100101.0,2019,6,11,3,3,5,3,0,1,0,0,0,0,0,797853.6638,5825504.451,13.38867,52.49816
2,2050802.0,Boxhagener Platz,2500834.0,2019,9,17,5,3,3,7,0,1,0,0,0,0,0,802019.5425,5826954.069,13.45117,52.50886
1,1044201.0,Reinickendorfer Straße,1401045.0,2019,5,10,2,3,3,6,0,0,0,0,0,0,0,796060.0778,5831336.128,13.36752,52.55141
1,1011102.0,Großer Tiergarten,1100102.0,2019,10,15,4,3,4,6,0,0,0,0,0,1,1,796345.1834,5827359.83,13.36817,52.51561
11,11010101.0,Dorf Malchow,11100101.0,2019,9,17,5,3,0,2,0,1,0,0,0,0,0,803699.3878,5834826.094,13.48304,52.57848
12,12103219.0,Schäfersee,12100204.0,2019,6,7,5,3,3,6,0,0,0,0,1,0,0,795727.819,5832801.138,13.36394,52.56472
2,2020202.0,Rathaus Yorckstraße,2200208.0,2019,11,15,6,3,2,6,0,0,0,0,0,0,0,797883.1358,5825415.196,13.38903,52.49734
7,7030303.0,Grazer Platz,7300619.0,2019,9,8,6,3,0,1,0,0,0,0,0,0,1,795635.8318,5823239.067,13.35409,52.47905
7,7020203.0,Kaiser-Wilhelm-Platz,7200409.0,2019,5,16,1,3,2,6,0,1,0,0,0,1,0,795930.5401,5824446.477,13.35949,52.48972
3,3061131.0,Falkplatz,3601142.0,2019,9,9,5,3,4,6,0,0,0,0,0,0,0,799150.9887,5830806.274,13.4125,52.54497
1,1011102.0,Großer Tiergarten,1100102.0,2019,8,22,7,3,6,7,2,0,1,0,0,0,0,796741.2572,5827439.338,13.37406,52.51611
7,7050502.0,Fritz-Werner-Straße,7501133.0,2019,9,7,5,3,5,3,0,1,0,0,0,0,0,797842.242,5818949.306,13.38265,52.4394
9,9010101.0,Elsenstraße,9100101.0,2019,6,16,5,3,5,2,0,1,0,0,0,0,1,802690.1766,5825212.272,13.45944,52.49288
7,7040401.0,Neu-Tempelhof,7400721.0,2019,8,20,6,2,0,1,2,0,0,0,0,0,0,797793.8998,5823466.041,13.38597,52.47992
1,1033203.0,Humboldthain Nordwest,1300836.0,2019,9,6,5,3,5,2,0,1,0,0,0,0,0,796316.1864,5830076.215,13.37016,52.53997
6,6040701.0,Wannsee,6400735.0,2019,8,19,6,2,0,1,0,0,0,0,0,0,0,782617.4543,5815791.127,13.15661,52.41917
2,2050602.0,Samariterviertel,2500728.0,2019,6,9,2,3,5,2,0,1,0,0,0,0,0,802594.1864,5827701.306,13.46029,52.51524
7,7050502.0,Fritz-Werner-Straße,7501133.0,2019,9,16,4,3,5,2,0,1,0,0,0,0,0,798181.752,5818924.81,13.38761,52.439
3,3061332.0,Helmholtzplatz,3601346.0,2019,11,3,7,3,5,3,2,1,0,0,0,0,0,799297.9475,5830349.813,13.41424,52.5408
2,2020203.0,Viktoriapark,2200207.0,2019,8,23,6,3,0,7,2,0,0,0,0,0,0,797753.6242,5824436.376,13.38625,52.48864
3,3040818.0,Pankow Süd,3400830.0,2019,10,17,3,2,5,3,0,1,0,0,0,0,0,800161.8722,5832359.312,13.42876,52.55833
3,3020209.0,Niederschönhausen,3200205.0,2019,5,11,5,3,0,7,0,0,0,0,0,0,0,798144.5544,5835933.659,13.40231,52.59148
4,4030417.0,Schloßstraße,4300414.0,2019,9,14,7,3,5,2,0,1,0,0,0,0,1,791294.8726,5826501.352,13.2932,52.51063
1,1033203.0,Humboldthain Nordwest,1300836.0,2019,6,7,3,3,5,2,0,1,0,0,0,0,0,796198.646,5830206.42,13.36855,52.54121
3,3061228.0,Erich-Weinert-Straße,3601245.0,2019,9,10,3,3,6,6,0,0,1,0,0,0,0,800168.971,5830827.39,13.42748,52.5446
12,12103117.0,Letteplatz,12100101.0,2019,5,12,5,3,5,3,0,1,0,0,0,0,0,795811.274,5832439.708,13.36485,52.56144
1,1044201.0,Reinickendorfer Straße,1401045.0,2019,6,15,4,3,1,5,0,0,0,0,0,1,0,796206.9153,5830826.654,13.36923,52.54676
4,4020208.0,Kranzallee,4200206.0,2019,8,15,6,2,5,3,0,1,0,0,0,0,0,788939.73,5826125.888,13.25827,52.50852
3,3050925.0,Komponistenviertel Weißensee,3500936.0,2019,5,10,5,3,0,1,0,0,0,0,0,0,0,802522.8567,5831672.899,13.46286,52.55088
12,12103218.0,Teichstraße,12100205.0,2019,11,12,6,3,5,2,0,1,0,0,0,0,0,794461.1322,5834349.299,13.34668,52.57928
9,9010101.0,Elsenstraße,9100101.0,2019,9,18,3,2,6,4,0,0,1,0,0,0,1,802615.9638,5825142.127,13.45828,52.49229
1,1011303.0,Alexanderplatzviertel,1100310.0,2019,5,8,5,3,1,5,0,0,0,0,0,1,0,799013.0963,5828214.173,13.40814,52.52181
